"hotel_id","platform","n_reviews","mean_transformed","variance_transformed","dispersion_index","observed_zero_rate","fitted_zero_rate","observed_maximum","pp_dispersion_upper_p","pp_zero_two_sided_p","pp_maximum_two_sided_p","replicates","interpretation"
"HWYNN001","agoda",96,0.8125,2.38552631578947,2.93603238866397,0.625,0.44374731008108,8,0.0001999600079984,0.00799840031993601,0.000799840031993601,5000,"overdispersion_not_reproduced_by_poisson"
"HWYNN001","booking_via_agoda",510,1.42745098039216,5.50258484533303,3.85483278999978,0.527450980392157,0.239919703494866,9,0.0001999600079984,0.000399920015996801,0.0251949610077984,5000,"overdispersion_not_reproduced_by_poisson"
"HWYNN001","priceline",24,1.16666666666667,3.6231884057971,3.1055900621118,0.458333333333333,0.311403223914598,9,0.0001999600079984,0.27874425114977,0.0011997600479904,5000,"overdispersion_not_reproduced_by_poisson"
"HWYNN001","tripcom",309,0.760517799352751,2.16324128945488,2.8444321635811,0.682847896440129,0.467424332320346,8,0.0001999600079984,0.000399920015996801,0.0015996800639872,5000,"overdispersion_not_reproduced_by_poisson"
