"hotel_id","partition","n_clusters","log_model_evidence","log_bayes_factor_partition_vs_homogeneity","posterior_probability","scaled_integration_error","integration_mode_lambda","alpha","beta","model_prior","period_scenario","source_scenario","excluded_platform","score_mode","n_platforms","n_reviews_scenario"
"HWYNN001","agoda+tripcom | priceline",2,-222.73195902792,1.09120533149104,0.452145161305869,1.53100643857092e-11,1.76444514892881,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","ceiling",3,224
"HWYNN001","agoda | priceline | tripcom",3,-223.619055696606,0.204108662804884,0.186215873868347,5.16485164458617e-12,1.6166853406399,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","ceiling",3,224
"HWYNN001","agoda+priceline | tripcom",2,-223.624827943298,0.198336416112284,0.185144086193622,1.1692470414153e-11,1.52170913912346,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","ceiling",3,224
"HWYNN001","agoda+priceline+tripcom",1,-223.823164359411,0,0.151835538285486,0,NA,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","ceiling",3,224
"HWYNN001","agoda | priceline+tripcom",2,-225.640806562079,-1.81764220266811,0.0246593403466657,1.1562505133493e-11,1.51971426763268,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","ceiling",3,224
"HWYNN001","agoda+tripcom | priceline",2,-206.582762239988,4.12278506489838,0.871742573816213,1.16732894100937e-11,1.5823434621761,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","floor",3,224
"HWYNN001","agoda | priceline | tripcom",3,-208.652580533254,2.05296677163247,0.110021507955253,1.19613762866026e-12,1.3729576551023,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","floor",3,224
"HWYNN001","agoda+priceline+tripcom",1,-210.705547304886,0,0.0141216502986855,0,NA,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","floor",3,224
"HWYNN001","agoda | priceline+tripcom",2,-212.55119002753,-1.8456427226437,0.00223014449484903,2.25382861843158e-11,1.22649343390325,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","floor",3,224
"HWYNN001","agoda+priceline | tripcom",2,-212.719793715274,-2.01424641038773,0.00188412343500255,3.83692536913186e-11,1.26861441607,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","floor",3,224
"HWYNN001","agoda+tripcom | priceline",2,-218.732294073847,1.97034977904744,0.774212266424431,1.41827230733646e-11,1.70327585287643,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","round",3,224
"HWYNN001","agoda+priceline+tripcom",1,-220.702643852895,0,0.107931449955699,0,NA,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","round",3,224
"HWYNN001","agoda | priceline | tripcom",3,-220.864490841869,-0.161846988974418,0.0918033981655911,6.86858433831031e-12,1.51849123909098,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","round",3,224
"HWYNN001","agoda+priceline | tripcom",2,-222.713290875443,-2.01064702254823,0.0144522379850161,1.17262698890668e-11,1.42403528806794,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","round",3,224
"HWYNN001","agoda | priceline+tripcom",2,-222.933079242994,-2.2304353900993,0.0116006474692676,1.27343753665227e-11,1.39371921345558,0.5,0,"uniform","2024","leave_out_booking_via_agoda","booking_via_agoda","round",3,224
"HWYNN001","agoda+tripcom | booking_via_agoda",2,-449.36136732115,21.2539345619757,0.704777521093622,1.73043769621002e-11,1.76532578090837,0.5,0,"uniform","2024","leave_out_priceline","priceline","ceiling",3,479
"HWYNN001","agoda | booking_via_agoda | tripcom",3,-450.244684095899,20.3706177872274,0.291361686794033,6.07415923758479e-12,1.61971721411087,0.5,0,"uniform","2024","leave_out_priceline","priceline","ceiling",3,479
"HWYNN001","agoda+booking_via_agoda | tripcom",2,-454.568377311527,16.0469245715991,0.0038607914051992,1.61382873101429e-11,1.67008675005964,0.5,0,"uniform","2024","leave_out_priceline","priceline","ceiling",3,479
"HWYNN001","agoda+booking_via_agoda+tripcom",1,-470.615301883126,0,4.1455823325215e-10,0,NA,0.5,0,"uniform","2024","leave_out_priceline","priceline","ceiling",3,479
"HWYNN001","agoda | booking_via_agoda+tripcom",2,-470.963810488947,-0.348508605821053,2.92570261839089e-10,1.68958604647417e-11,1.74773366080494,0.5,0,"uniform","2024","leave_out_priceline","priceline","ceiling",3,479
"HWYNN001","agoda+tripcom | booking_via_agoda",2,-433.21216370904,44.8019359635408,0.887785135303347,1.4230002270292e-11,1.58738862260464,0.5,0,"uniform","2024","leave_out_priceline","priceline","floor",3,479
"HWYNN001","agoda | booking_via_agoda | tripcom",3,-435.280477990943,42.7336216816379,0.112214864564448,2.3043699429565e-12,1.37864624816892,0.5,0,"uniform","2024","leave_out_priceline","priceline","floor",3,479
"HWYNN001","agoda+booking_via_agoda | tripcom",2,-455.83971894636,22.174380726221,1.32216449502595e-10,1.2324624919446e-11,1.53070779368519,0.5,0,"uniform","2024","leave_out_priceline","priceline","floor",3,479
"HWYNN001","agoda | booking_via_agoda+tripcom",2,-467.707316682873,10.3067829897082,9.27370507374173e-16,1.13404326692836e-11,1.45348000867156,0.5,0,"uniform","2024","leave_out_priceline","priceline","floor",3,479
"HWYNN001","agoda+booking_via_agoda+tripcom",1,-478.014099672581,0,3.09794926858612e-20,0,NA,0.5,0,"uniform","2024","leave_out_priceline","priceline","floor",3,479
"HWYNN001","agoda+tripcom | booking_via_agoda",2,-445.36155462998,28.3437206231017,0.893707144187172,1.68436152556362e-11,1.70574782936444,0.5,0,"uniform","2024","leave_out_priceline","priceline","round",3,479
"HWYNN001","agoda | booking_via_agoda | tripcom",3,-447.490740875726,26.2145343773557,0.106292199057325,9.24310433252854e-11,1.52277749765183,0.5,0,"uniform","2024","leave_out_priceline","priceline","round",3,479
"HWYNN001","agoda+booking_via_agoda | tripcom",2,-459.4852283111,14.220046941982,6.56691939678482e-07,1.56391455238216e-11,1.64610165220451,0.5,0,"uniform","2024","leave_out_priceline","priceline","round",3,479
"HWYNN001","agoda | booking_via_agoda+tripcom",2,-468.734844260962,4.97043099211987,6.31399914845276e-11,1.38059875773807e-11,1.59900738008948,0.5,0,"uniform","2024","leave_out_priceline","priceline","round",3,479
"HWYNN001","agoda+booking_via_agoda+tripcom",1,-473.705275253082,0,4.38201405732172e-13,0,NA,0.5,0,"uniform","2024","leave_out_priceline","priceline","round",3,479
"HWYNN001","agoda | booking_via_agoda+priceline",2,-322.406877312449,4.0929684549414,0.683075918855418,1.68479059783395e-11,1.86604910244716,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","ceiling",3,351
"HWYNN001","agoda | booking_via_agoda | priceline",3,-323.883242335412,2.61660343197769,0.156060068155659,1.07257790085641e-11,1.90763161007493,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","ceiling",3,351
"HWYNN001","agoda+priceline | booking_via_agoda",2,-323.941349501894,2.55849626549599,0.147250293970546,1.61598467695975e-11,1.92223762057606,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","ceiling",3,351
"HWYNN001","agoda+booking_via_agoda+priceline",1,-326.49984576739,0,0.0114002758609669,0,NA,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","ceiling",3,351
"HWYNN001","agoda+booking_via_agoda | priceline",2,-328.138934027917,-1.6390882605271,0.00221344315743217,1.37253551540142e-11,2.13471822834892,0.5,0,"uniform","2024","leave_out_tripcom","tripcom","ceiling",3,351
