"hotel_id","platform_1","platform_2","mean_platform_1","mean_platform_2","mean_difference_1_minus_2","confidence_low_95","confidence_high_95","adjusted_p_value","difference_detected_0_05","dominant_bayesian_partition","same_dominant_bayesian_block","comparison_with_dominant_partition"
"HVEGAS001","booking_via_agoda","agoda",8.46394439617724,8.86687306501548,-0.402928668838223,-0.737745993226328,-0.0681113444501183,0.0107723844537926,TRUE,"agoda+tripcom | booking_via_agoda+priceline",FALSE,"different_blocks_difference_detected"
"HVEGAS001","priceline","agoda",8.54347826086956,8.86687306501548,-0.3233948041459,-1.16136989416223,0.514580285870433,0.753822827987888,FALSE,"agoda+tripcom | booking_via_agoda+priceline",FALSE,"different_blocks_no_difference_detected"
"HVEGAS001","priceline","booking_via_agoda",8.54347826086956,8.46394439617724,0.0795338646923227,-0.719984788066431,0.879052517451076,0.994131988592499,FALSE,"agoda+tripcom | booking_via_agoda+priceline",TRUE,"same_block_no_difference_detected"
"HVEGAS001","tripcom","agoda",9.06791907514451,8.86687306501548,0.201046010129048,-0.210361154901848,0.612453175159944,0.590814016518713,FALSE,"agoda+tripcom | booking_via_agoda+priceline",TRUE,"same_block_no_difference_detected"
"HVEGAS001","tripcom","booking_via_agoda",9.06791907514451,8.46394439617724,0.603974678967271,0.277962899946867,0.929986457987674,1.21722175610017e-05,TRUE,"agoda+tripcom | booking_via_agoda+priceline",FALSE,"different_blocks_difference_detected"
"HVEGAS001","tripcom","priceline",9.06791907514451,8.54347826086956,0.524440814274948,-0.310055016054672,1.35893664460457,0.369772506801242,FALSE,"agoda+tripcom | booking_via_agoda+priceline",FALSE,"different_blocks_no_difference_detected"
