"hotel_id","platform","n_reviews","mean_transformed","variance_transformed","dispersion_index","observed_zero_rate","fitted_zero_rate","observed_maximum","pp_dispersion_upper_p","pp_zero_two_sided_p","pp_maximum_two_sided_p","replicates","interpretation"
"HVEGAS001","agoda",323,1.10526315789474,2.83360575351422,2.56373853889382,0.560371517027864,0.331123732951011,8,0.0001999600079984,0.000399920015996801,0.0171965606878624,5000,"overdispersion_not_reproduced_by_poisson"
"HVEGAS001","booking_via_agoda",1151,1.53605560382276,5.14109016734031,3.34694275034428,0.489139878366638,0.215228375317357,9,0.0001999600079984,0.000399920015996801,0.0791841631673665,5000,"overdispersion_not_reproduced_by_poisson"
"HVEGAS001","priceline",46,1.45652173913043,5.80917874396135,3.98839137645108,0.543478260869565,0.23304545953876,9,0.0001999600079984,0.000799840031993601,0.0031993601279744,5000,"overdispersion_not_reproduced_by_poisson"
"HVEGAS001","tripcom",346,1.00578034682081,2.77677808494597,2.7608195902049,0.583815028901734,0.36575910445781,9,0.0001999600079984,0.000399920015996801,0.0011997600479904,5000,"overdispersion_not_reproduced_by_poisson"
