hotel_id,platform,raw_rows,status_ok_rows,technical_incident_rows,missing_review_id_rows,missing_review_date_rows,missing_rating_rows,out_of_range_rating_rows,duplicate_review_id_rows,clean_rows,removed_rows,months_with_reviews,min_review_date,max_review_date
HVEGAS001,agoda,323,323,0,0,0,0,0,0,323,0,24,2024-01-01,2025-12-30
HVEGAS001,booking_via_agoda,1151,1151,0,0,0,0,0,0,1151,0,24,2024-01-01,2025-12-31
HVEGAS001,priceline,46,46,0,0,0,0,0,0,46,0,11,2024-12-04,2025-12-13
HVEGAS001,tripcom,346,346,0,0,0,0,0,0,346,0,24,2024-01-01,2025-12-31
